S. No.,Sr_No,Region_Nam,Region_Cod,Subdivisio,SubDiv_Cod,Unique_Stn,State_Name,State_Code,District_N,District_C,Block_Name,Block_code,Station_Name,Station_Code,Station_Ty,Latitude,Longitude,RMC_MC,RMC_MC_ID,SUBBASIN,BASIN,FMO,FMO_Code,River_Basin_Code,UIN
80,4566,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0098,BIHAR,20303,DARBHANGA,20303010,Alinagar,2030301001,ALINAGAR,2.0303E+12,ORG,26.073037,86.249242,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
81,4567,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0100,BIHAR,20303,DARBHANGA,20303010,Darbhanga,2030301006,DARBHANGA,2.0303E+12,ORG,26.166667,85.9,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
82,4568,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0099,BIHAR,20303,DARBHANGA,20303010,Biraul,2030301005,GAURA BAURAM,2.0303E+12,ORG,25.944196,86.252532,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
83,4569,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0102,BIHAR,20303,DARBHANGA,20303010,Ghanshyampur,2030301007,GHANSHYAMPUR,2.0303E+12,ORG,26.0653,86.3237,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
84,4570,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0103,BIHAR,20303,DARBHANGA,20303010,Hayaghat,2030301010,HAYAGHAT,2.0303E+12,ORG,26.008,85.887,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
85,4571,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0104,BIHAR,20303,DARBHANGA,20303010,Jale,2030301011,JALEY,2.0303E+12,ORG,26.366667,85.733333,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
86,4572,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0101,BIHAR,20303,DARBHANGA,20303010,Darbhanga,2030301006,KAMTAUL,2.0303E+12,ORG,26.166667,85.8,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
87,4573,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0105,BIHAR,20303,DARBHANGA,20303010,Kusheshwar asthan west,2030301015,KUSHESWARSTAN,2.0303E+12,ORG,25.8319,86.2664,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
88,4574,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0106,BIHAR,20303,DARBHANGA,20303010,Tardih,2030301018,TARDIH,2.0303E+12,ORG,26.150499,86.25793,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
174,4660,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0195,BIHAR,20303,KHAGARIA,20303017,Alauli,2030301701,ALAULI,2.0303E+12,ORG,25.6412,86.399,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
177,4663,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0199,BIHAR,20303,KHAGARIA,20303017,Chautham,2030301703,CHAUTHAM,2.0303E+12,ORG,25.545702,86.65056,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
179,4665,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0196,BIHAR,20303,KHAGARIA,20303017,Alauli,2030301701,KHAGADIA,2.0303E+12,ORG,25.583333,86.416667,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
218,4704,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0238,BIHAR,20303,MADHUBANI,20303021,Benipatti,2030302104,BENIPATTI,2.0303E+12,ORG,26.455358,85.907548,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
223,4709,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0246,BIHAR,20303,MADHUBANI,20303021,Madhwapur,2030302118,MADHWAPUR,2.0303E+12,ORG,26.5,85.833333,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
224,4710,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0247,BIHAR,20303,MADHUBANI,20303021,Pandaul,2030302119,PANDAUL,2.0303E+12,ORG,26.2479,86.077,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
226,4712,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0248,BIHAR,20303,MADHUBANI,20303021,Rajnagar,2030302121,RAJNAGAR,2.0303E+12,ORG,26.400523,86.160184,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
227,4713,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0239,BIHAR,20303,MADHUBANI,20303021,Benipatti,2030302104,SAULIGHAT,2.0303E+12,ORG,26.416667,85.833333,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
235,4721,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0256,BIHAR,20303,MUZAFFARPUR,20303023,Aurai,2030302301,AURAI,2.0303E+12,ORG,26.317,85.5638,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
236,4722,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0257,BIHAR,20303,MUZAFFARPUR,20303023,Bandra,2030302302,BANDRA,2.0303E+12,ORG,26.059896,85.627757,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
237,4723,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0260,BIHAR,20303,MUZAFFARPUR,20303023,Gaighat,2030302306,BENIBAD,2.0303E+12,ORG,26.14,85.69,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
239,4725,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0261,BIHAR,20303,MUZAFFARPUR,20303023,Gaighat,2030302306,GAIGHAT,2.0303E+12,ORG,26.1326,85.6557,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
241,4727,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0263,BIHAR,20303,MUZAFFARPUR,20303023,Katra,2030302308,KATRA,2.0303E+12,ORG,26.22174,85.637256,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
339,4825,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0387,BIHAR,20303,SAMASTIPUR,20303030,Rosera,2030303012,BIBHUTIPUR,2.0303E+12,ORG,25.748794,86.039097,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
340,4826,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0379,BIHAR,20303,SAMASTIPUR,20303030,Bithan,2030303002,BITHAN,2.0303E+12,ORG,25.7001,86.294721,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
350,4836,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0388,BIHAR,20303,SAMASTIPUR,20303030,Rosera,2030303012,ROSERA,2.0303E+12,ORG,25.75,86.033333,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
353,4839,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0390,BIHAR,20303,SAMASTIPUR,20303030,Shivaji Nagar,2030303015,SHIVJINAGAR,2.0303E+12,ORG,25.891766,86.021136,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
354,4840,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0391,BIHAR,20303,SAMASTIPUR,20303030,Singhia,2030303016,SINGHIA,2.0303E+12,ORG,25.839593,86.170435,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
377,4863,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0417,BIHAR,20303,SHEOHAR,20303033,Piprahi,2030303302,PIPRAHI,2.0303E+12,ORG,26.5642,85.3265,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
378,4864,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0418,BIHAR,20303,SHEOHAR,20303033,Purnahiya,2030303303,PURNAHIA,2.0303E+12,ORG,26.6221,85.3256,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
381,4867,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0421,BIHAR,20303,SITAMARHI,20303034,Bairgania,2030303401,BAIRGANIA,2.0303E+12,ORG,26.75,85.283333,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
382,4868,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0422,BIHAR,20303,SITAMARHI,20303034,Bairgania,2030303401,DHENGBRIDGE,2.0303E+12,ORG,26.716667,85.316667,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
383,4869,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0423,BIHAR,20303,SITAMARHI,20303034,Bajpatti,2030303402,BAJPATTI,2.0303E+12,ORG,26.550942,85.624731,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
384,4870,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0424,BIHAR,20303,SITAMARHI,20303034,Bathnaha,2030303403,BATHNAHA,2.0303E+12,ORG,26.63324,85.572779,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
385,4871,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0425,BIHAR,20303,SITAMARHI,20303034,Belsand,2030303404,BELSAND,2.0303E+12,ORG,26.433333,85.4,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
386,4872,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0426,BIHAR,20303,SITAMARHI,20303034,Bokhara,2030303405,BOKHARA,2.0303E+12,ORG,26.35,85.66,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
387,4873,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0427,BIHAR,20303,SITAMARHI,20303034,Charaut,2030303406,CHARAUT,2.0303E+12,ORG,26.5344,85.794692,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
388,4874,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0428,BIHAR,20303,SITAMARHI,20303034,Dumra,2030303407,DUMRA,2.0303E+12,ORG,26.563899,85.518254,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
389,4875,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0429,BIHAR,20303,SITAMARHI,20303034,Majorganj,2030303408,MEJORGANJ,2.0303E+12,ORG,26.74,85.43,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
390,4876,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0430,BIHAR,20303,SITAMARHI,20303034,Nanpur,2030303409,NANPUR,2.0303E+12,ORG,26.437177,85.655521,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
391,4877,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0431,BIHAR,20303,SITAMARHI,20303034,Parihar,2030303410,SURSAND,2.0303E+12,ORG,26.65,85.716667,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
392,4878,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0432,BIHAR,20303,SITAMARHI,20303034,Pupri,2030303412,PUPARI,2.0303E+12,ORG,26.4636,85.6997,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
393,4879,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0433,BIHAR,20303,SITAMARHI,20303034,Runisaidpur,2030303414,RUNNISAIDPUR,2.0303E+12,ORG,26.38888,85.50512,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
394,4880,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0434,BIHAR,20303,SITAMARHI,20303034,Sonbarsa,2030303415,SONBARSA,2.0303E+12,ORG,26.833333,85.6,MC PATNA,11,Bagmati Adhwara,Ganga,PATNA,22,180,22180
10,4496,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0026,BIHAR,20303,BANKA,20303004,Amarpur,2030300401,AMARPUR,2.0303E+12,ORG,25.0397,86.9036,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
15,4501,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0027,BIHAR,20303,BANKA,20303004,Banka,2030300402,BANKA,2.0303E+12,ORG,24.883333,86.933333,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
16,4502,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0028,BIHAR,20303,BANKA,20303004,Banka,2030300402,BARAHAT,2.0303E+12,ORG,24.9,87,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
19,4505,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0030,BIHAR,20303,BANKA,20303004,Bausi,2030300404,BAUSI,2.0303E+12,ORG,24.8129,87.0449,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
21,4507,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0032,BIHAR,20303,BANKA,20303004,Belhar,2030300405,BELHAR,2.0303E+12,ORG,24.9278,86.5931,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
23,4509,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0031,BIHAR,20303,BANKA,20303004,Bausi,2030300404,BOUNSI,2.0303E+12,ORG,24.8,87,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
24,4510,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0033,BIHAR,20303,BANKA,20303004,Chanan,2030300406,CHANDAN,2.0303E+12,ORG,24.6152,86.6687,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
29,4515,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0034,BIHAR,20303,BANKA,20303004,Dhuraiya,2030300407,DHAURAIYA,2.0303E+12,ORG,25,87.1,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
30,4516,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0029,BIHAR,20303,BANKA,20303004,Banka,2030300402,FULLIDUMAR,2.0303E+12,ORG,24.9,86.9,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
32,4518,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0035,BIHAR,20303,BANKA,20303004,Dhuraiya,2030300407,GHURRIYA,2.0303E+12,ORG,24.98,87.13,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
36,4522,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0036,BIHAR,20303,BANKA,20303004,Kotoria,2030300408,KATORIA,2.0303E+12,ORG,24.75,86.716667,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
48,4534,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0037,BIHAR,20303,BANKA,20303004,Rajaun,2030300410,RAJOUN,2.0303E+12,ORG,25,87,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
50,4536,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0038,BIHAR,20303,BANKA,20303004,Shambhuganj,2030300411,SHAMBHUGANJ,2.0303E+12,ORG,25.0831,86.7273,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
51,4537,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0063,BIHAR,20303,BHAGALPUR,20303007,Jagdishpur,2030300706,BHAGALPUR,2.0303E+12,ORG,25.233333,86.95,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
52,4538,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0060,BIHAR,20303,BHAGALPUR,20303007,Bihpur,2030300701,BIHPUR,2.0303E+12,ORG,25.333333,86.916667,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
53,4539,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0066,BIHAR,20303,BHAGALPUR,20303007,Pirpainti,2030300711,COLGAON,2.0303E+12,ORG,25.266667,87.383333,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
55,4541,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0061,BIHAR,20303,BHAGALPUR,20303007,Colgong,2030300702,KALHALGAON,2.0303E+12,ORG,25.2614,87.2465,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
56,4542,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0065,BIHAR,20303,BHAGALPUR,20303007,Nathangar,2030300710,NATHNAGAR,2.0303E+12,ORG,25.226735,86.93566,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
58,4544,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0067,BIHAR,20303,BHAGALPUR,20303007,Pirpainti,2030300711,PIRPAITI,2.0303E+12,ORG,25.2982,87.4271,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
59,4545,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0068,BIHAR,20303,BHAGALPUR,20303007,Sabour,2030300713,SABOUR,2.0303E+12,ORG,25.233333,87.066667,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
60,4546,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0069,BIHAR,20303,BHAGALPUR,20303007,Shahkund,2030300714,SHAHKUND,2.0303E+12,ORG,25.15753,86.820717,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
61,4547,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0070,BIHAR,20303,BHAGALPUR,20303007,Sonhaula,2030300715,SONHAULA,2.0303E+12,ORG,25.0964,87.1614,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
62,4548,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0071,BIHAR,20303,BHAGALPUR,20303007,Sultanganj,2030300716,SULTANGANJ,2.0303E+12,ORG,25.246,86.7501,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
165,4651,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0186,BIHAR,20303,KATIHAR,20303016,Barari,2030301604,BARARI,2.0303E+12,ORG,25.45,87.45,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
171,4657,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0192,BIHAR,20303,KATIHAR,20303016,Manihari,2030301613,MANIHARI,2.0303E+12,ORG,25.333333,87.616667,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
180,4666,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0201,BIHAR,20303,KHAGARIA,20303017,Khagaria,2030301705,KHAGARIA,2.0303E+12,ORG,25.507949,86.490343,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
181,4667,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0202,BIHAR,20303,KHAGARIA,20303017,Mansi,2030301706,MANSI,2.0303E+12,ORG,25.50774,86.552911,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
182,4668,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0203,BIHAR,20303,KHAGARIA,20303017,Parbatta,2030301707,PARBATTA,2.0303E+12,ORG,25.316,86.719,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
200,4686,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0221,BIHAR,20303,LAKHISARAI,20303019,Surajgarha,2030301907,SURYAGADHA,2.0303E+12,ORG,25.25,86.23,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
228,4714,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0249,BIHAR,20303,MUNGER,20303022,Asarganj,2030302201,ASARGANJ,2.0303E+12,ORG,25.1588,86.692,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
229,4715,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0250,BIHAR,20303,MUNGER,20303022,Bariarpur,2030302202,BARIARPUR,2.0303E+12,ORG,25.284,86.5746,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
230,4716,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0252,BIHAR,20303,MUNGER,20303022,Dharhara,2030302203,DHARHARA,2.0303E+12,ORG,25.25,86.49,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
231,4717,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0253,BIHAR,20303,MUNGER,20303022,Munger,2030302206,MONGHYR,2.0303E+12,ORG,25.383333,86.466667,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
232,4718,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0254,BIHAR,20303,MUNGER,20303022,Munger,2030302206,SADAR MUNGER,2.0303E+12,ORG,25.370727,86.499069,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
233,4719,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0251,BIHAR,20303,MUNGER,20303022,Bariarpur,2030302202,SANGRAMPUR,2.0303E+12,ORG,25.26,86.56,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
234,4720,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0255,BIHAR,20303,MUNGER,20303022,Tarapur,2030302208,TARAPUR,2.0303E+12,ORG,25.09,86.66,MC PATNA,11,Chandan,Ganga,PATNA,22,183,22183
462,4948,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0069,JHARKHAND,20504,GODDA,20504009,Boarijor,2050400902,BOARIJORE,2.0504E+12,ORG,25.05,87.47,MC RANCHI,13,Chandan,Ganga,PATNA,22,183,22183
463,4949,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0070,JHARKHAND,20504,GODDA,20504009,Godda,2050400903,GODDA,2.0504E+12,ORG,24.833333,87.216667,MC RANCHI,13,Chandan,Ganga,PATNA,22,183,22183
464,4950,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0071,JHARKHAND,20504,GODDA,20504009,Godda,2050400903,GODDA KVK AWS,2.0504E+12,AWS,24.8486,87.2047,MC RANCHI,13,Chandan,Ganga,PATNA,22,183,22183
465,4951,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0072,JHARKHAND,20504,GODDA,20504009,Mahagama,2050400904,MEHGAWAN,2.0504E+12,ORG,25.05,87.316667,MC RANCHI,13,Chandan,Ganga,PATNA,22,183,22183
466,4952,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0073,JHARKHAND,20504,GODDA,20504009,Pathargama,2050400906,PATHARGAMA,2.0504E+12,ORG,24.95,87.266667,MC RANCHI,13,Chandan,Ganga,PATNA,22,183,22183
488,4974,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0161,JHARKHAND,20504,SAHIBGANJ,20504021,Borio,2050402103,BORIO,2.0504E+12,ORG,25.03,87.59,MC RANCHI,13,Chandan,Ganga,PATNA,22,183,22183
489,4975,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0162,JHARKHAND,20504,SAHIBGANJ,20504021,Rajmahal,2050402106,RAJMAHAL,2.0504E+12,ORG,25.05,87.833333,MC RANCHI,13,Chandan,Ganga,PATNA,22,183,22183
490,4976,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0163,JHARKHAND,20504,SAHIBGANJ,20504021,Sahibganj,2050402107,SAHIBGANJ KVK AWS,2.0504E+12,AWS,25.2355,87.6617,MC RANCHI,13,Chandan,Ganga,PATNA,22,183,22183
14,4500,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0040,BIHAR,20303,BEGUSARAI,20303005,Bakhri,2030300502,BAKHARI,2.0303E+12,ORG,25.6083,86.2698,MC PATNA,11,Gandak,Ganga,PATNA,22,184,22184
20,4506,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0041,BIHAR,20303,BEGUSARAI,20303005,Begusarai,2030300505,BEGUSARAI,2.0303E+12,ORG,25.442439,86.139293,MC PATNA,11,Gandak,Ganga,PATNA,22,184,22184
22,4508,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0043,BIHAR,20303,BEGUSARAI,20303005,Bhagwanpur,2030300506,BHAGWANPUR,2.0303E+12,ORG,25.54356,86.008219,MC PATNA,11,Gandak,Ganga,PATNA,22,184,22184
25,4511,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0045,BIHAR,20303,BEGUSARAI,20303005,Cheria bariarpur,2030300509,CHERIA B.PUR 1,2.0303E+12,ORG,25.583333,86.083333,MC PATNA,11,Gandak,Ganga,PATNA,22,184,22184
26,4512,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0046,BIHAR,20303,BEGUSARAI,20303005,Chhorahi,2030300510,CHHAURAHI,2.0303E+12,ORG,25.692197,86.104078,MC PATNA,11,Gandak,Ganga,PATNA,22,184,22184
31,4517,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0044,BIHAR,20303,BEGUSARAI,20303005,Carhpura,2030300508,GARHPURA,2.0303E+12,ORG,25.66,86.18,MC PATNA,11,Gandak,Ganga,PATNA,22,184,22184
38,4524,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0047,BIHAR,20303,BEGUSARAI,20303005,Khudabandpur,2030300512,KODAWANPUR/C.B II,2.0303E+12,ORG,25.67,86.03,MC PATNA,11,Gandak,Ganga,PATNA,22,184,22184
44,4530,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0042,BIHAR,20303,BEGUSARAI,20303005,Begusarai,2030300505,NAWKOTHI,2.0303E+12,ORG,25.414919,86.136695,MC PATNA,11,Gandak,Ganga,PATNA,22,184,22184
89,4575,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0107,BIHAR,20303,EAST CHAMPARAN,20303011,Adapur,2030301101,ADAPUR,2.0303E+12,ORG,26.93,84.94,MC PATNA,11,Gandak,Ganga,PATNA,22,184,22184
90,4576,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0114,BIHAR,20303,EAST CHAMPARAN,20303011,Kalyanpur,2030301110,AHIRWALIA,2.0303E+12,ORG,26.383333,85.033333,MC PATNA,11,Gandak,Ganga,PATNA,22,184,22184
91,4577,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0108,BIHAR,20303,EAST CHAMPARAN,20303011,Areraj,2030301102,ARERAJ,2.0303E+12,ORG,26.55,84.66,MC PATNA,11,Gandak,Ganga,PATNA,22,184,22184
92,4578,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0109,BIHAR,20303,EAST CHAMPARAN,20303011,Banjaria,2030301103,BANJARIA,2.0303E+12,ORG,26.66,84.91,MC PATNA,11,Gandak,Ganga,PATNA,22,184,22184
93,4579,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0111,BIHAR,20303,EAST CHAMPARAN,20303011,Chakia(pipra),2030301105,CHAKIA,2.0303E+12,ORG,26.41,85.04,MC PATNA,11,Gandak,Ganga,PATNA,22,184,22184
94,4580,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0123,BIHAR,20303,EAST CHAMPARAN,20303011,Sangrampur,2030301124,CHATIA,2.0303E+12,ORG,26.483333,84.666667,MC PATNA,11,Gandak,Ganga,PATNA,22,184,22184
95,4581,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0112,BIHAR,20303,EAST CHAMPARAN,20303011,Dhaka,2030301107,DHAKA,2.0303E+12,ORG,26.6711,85.1566,MC PATNA,11,Gandak,Ganga,PATNA,22,184,22184
96,4582,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0113,BIHAR,20303,EAST CHAMPARAN,20303011,Harsidhi,2030301109,HARSIDHI,2.0303E+12,ORG,26.67,84.72,MC PATNA,11,Gandak,Ganga,PATNA,22,184,22184
