Date,Name of Basin ,Name of Sub-Basin,QPF issued  valid for Day-1,QPF issued  valid for Day-2,QPF issued  valid for Day-3,QPF issued  valid for Day-4,QPF issued  valid for Day-5,QPF issued  valid for Day-6,QPF issued  valid for Day-7,Realized Rainfall in mm
24-Aug-2025,Ganga,PUNPUN/DHAB NADI,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,8.6
24-Aug-2025,Ganga,NORTH KOEL,26-37,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,17.8
24-Aug-2025,Ganga,KANHAR,38-50,25-Nov,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,48.4
24-Aug-2025,Ganga,UPPER SON,25-Nov,25-Nov,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,44.3
25-Aug-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,6.1
25-Aug-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,3.0
25-Aug-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,3.8
25-Aug-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,16.1
25-Aug-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,9.0
25-Aug-2025,Ganga,NORTH KOEL,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,4.4
25-Aug-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,5.9
25-Aug-2025,Ganga,UPPER SON,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,10.0
26-Aug-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.4
26-Aug-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.5
26-Aug-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,1.1
26-Aug-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,4.2
26-Aug-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,1.3
26-Aug-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,3.5
26-Aug-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,7.7
26-Aug-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,6.8
27-Aug-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.1-10,1.5
27-Aug-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.7
27-Aug-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.8
27-Aug-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.1
27-Aug-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.3
27-Aug-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,0.0
27-Aug-2025,Ganga,KANHAR,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,0.3
27-Aug-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,3.7
28-Aug-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,3.2
28-Aug-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,5.9
28-Aug-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,3.3
28-Aug-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1
28-Aug-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.0
28-Aug-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
28-Aug-2025,Ganga,KANHAR,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,0.0
28-Aug-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,0.4
29-Aug-2025,Ganga,KOSI/MAHANANDA,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,12.4
29-Aug-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.8
29-Aug-2025,Ganga,GANDAK,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.5
29-Aug-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1
29-Aug-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,1.7
29-Aug-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,0.1
29-Aug-2025,Ganga,KANHAR,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,0.1
29-Aug-2025,Ganga,UPPER SON,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,0.6
30-Aug-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,5.5
30-Aug-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,3.0
30-Aug-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.9
30-Aug-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.3
30-Aug-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.1
30-Aug-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,1.5
30-Aug-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,25-Nov,1.7
30-Aug-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,1.6
31-Aug-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.5
31-Aug-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,3.5
31-Aug-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,4.8
31-Aug-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.5
31-Aug-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.2
31-Aug-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,2.4
31-Aug-2025,Ganga,KANHAR,25-Nov,0.1-10,25-Nov,25-Nov,0.1-10,25-Nov,25-Nov,6.7
31-Aug-2025,Ganga,UPPER SON,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,1.5
01-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.7
01-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.9
01-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,6.5
01-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,5.6
01-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,2.4
01-Sep-2025,Ganga,NORTH KOEL,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,2.7
01-Sep-2025,Ganga,KANHAR,25-Nov,0.1-10,25-Nov,0.1-10,25-Nov,25-Nov,25-Nov,12.0
01-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,25-Nov,0.1-10,25-Nov,0.1-10,0.1-10,8.3
02-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,6.1
02-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.2
02-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.2
02-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,14.8
02-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.7
02-Sep-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,7.5
02-Sep-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,9.0
02-Sep-2025,Ganga,UPPER SON,0.1-10,25-Nov,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,7.9
03-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,3.4
03-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,2.6
03-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,3.1
03-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,8.7
03-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,5.0
03-Sep-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,8.9
03-Sep-2025,Ganga,KANHAR,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,20.9
03-Sep-2025,Ganga,UPPER SON,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,14.5
04-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,3.2
04-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,1.1
04-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,2.0
04-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,2.7
04-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,25-Nov,2.1
04-Sep-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,3.5
04-Sep-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,8.8
04-Sep-2025,Ganga,UPPER SON,25-Nov,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,9.3
05-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,0.7
05-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,0.8
05-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,25-Nov,25-Nov,1.5
05-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,1.7
05-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,25-Nov,1.7
05-Sep-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,1.6
05-Sep-2025,Ganga,KANHAR,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,3.6
05-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,14.5
06-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,1.2
06-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,0.1
06-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,1.7
06-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.0
06-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,0.8
06-Sep-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.1
06-Sep-2025,Ganga,KANHAR,0.1-10,25-Nov,25-Nov,0.1-10,25-Nov,0.1-10,0.1-10,0.1
06-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,1.6
07-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,2.7
07-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,3.7
07-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,3.6
07-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,2.6
07-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,25-Nov,4.3
07-Sep-2025,Ganga,NORTH KOEL,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,1.5
07-Sep-2025,Ganga,KANHAR,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,25-Nov,0.1-10,2.6
07-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,25-Nov,0.1-10,2.9
08-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,6.5
08-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,5.7
08-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,4.2
08-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.3
08-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,1.8
08-Sep-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,1.7
08-Sep-2025,Ganga,KANHAR,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,6.4
08-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,3.8
09-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,10.1
09-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,25-Nov,25-Nov,6.1
09-Sep-2025,Ganga,GANDAK,25-Nov,0.1-10,25-Nov,0.1-10,0.1-10,25-Nov,25-Nov,4.6
09-Sep-2025,Ganga,SON,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.7
09-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,3.6
09-Sep-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,2.0
09-Sep-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,4.4
09-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,6.4
10-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,25-Nov,25-Nov,0.1-10,25-Nov,25-Nov,25-Nov,7.6
10-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,25-Nov,25-Nov,0.1-10,25-Nov,25-Nov,0.1-10,4.3
10-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,6.6
10-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,2.1
10-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,2.2
10-Sep-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,2.0
10-Sep-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,3.3
10-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,5.2
11-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,6.7
11-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,25-Nov,25-Nov,0.1-10,25-Nov,25-Nov,25-Nov,14.6
11-Sep-2025,Ganga,GANDAK,25-Nov,0.1-10,25-Nov,0.1-10,25-Nov,25-Nov,25-Nov,30.8
11-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,8.4
11-Sep-2025,Ganga,PUNPUN/DHAB NADI,25-Nov,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.1-10,3.4
11-Sep-2025,Ganga,NORTH KOEL,0.1-10,25-Nov,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,4.5
11-Sep-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,8.7
11-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,5.4
12-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,25-Nov,0.1-10,25-Nov,25-Nov,26-37,25-Nov,5.0
12-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,3.6
12-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,26-37,25-Nov,1.6
12-Sep-2025,Ganga,SON,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,5.5
12-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,25-Nov,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,6.9
12-Sep-2025,Ganga,NORTH KOEL,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,4.1
12-Sep-2025,Ganga,KANHAR,0.1-10,25-Nov,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,4.3
12-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,11.2
13-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,5.6
13-Sep-2025,Ganga,BAGMATI/ADHWARA,25-Nov,25-Nov,25-Nov,0.1-10,25-Nov,25-Nov,0.1-10,2.5
13-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,2.4
13-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,25-Nov,0.1-10,2.5
13-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,2.2
13-Sep-2025,Ganga,NORTH KOEL,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,3.8
13-Sep-2025,Ganga,KANHAR,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,25-Nov,25-Nov,2.4
13-Sep-2025,Ganga,UPPER SON,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,3.8
14-Sep-2025,Ganga,KOSI/MAHANANDA,25-Nov,26-37,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,30.2
14-Sep-2025,Ganga,BAGMATI/ADHWARA,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,16.7
14-Sep-2025,Ganga,GANDAK,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,8.3
14-Sep-2025,Ganga,SON,25-Nov,25-Nov,25-Nov,0.1-10,25-Nov,0.1-10,0.1-10,2.3
14-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,4.9
14-Sep-2025,Ganga,NORTH KOEL,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,1.1
14-Sep-2025,Ganga,KANHAR,25-Nov,25-Nov,25-Nov,0.1-10,25-Nov,25-Nov,25-Nov,1.4
14-Sep-2025,Ganga,UPPER SON,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,25-Nov,3.2
15-Sep-2025,Ganga,KOSI/MAHANANDA,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,25-Nov,0.1-10,6.4
15-Sep-2025,Ganga,BAGMATI/ADHWARA,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,20.8
15-Sep-2025,Ganga,GANDAK,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,13.6
15-Sep-2025,Ganga,SON,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,7.6
15-Sep-2025,Ganga,PUNPUN/DHAB NADI,25-Nov,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,10.2
15-Sep-2025,Ganga,NORTH KOEL,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,25-Nov,0.1-10,13.6
15-Sep-2025,Ganga,KANHAR,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,25-Nov,0.1-10,17.7
15-Sep-2025,Ganga,UPPER SON,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,25-Nov,0.1-10,6.4
16-Sep-2025,Ganga,KOSI/MAHANANDA,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,15.8
16-Sep-2025,Ganga,BAGMATI/ADHWARA,25-Nov,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,8.6
16-Sep-2025,Ganga,GANDAK,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,8.7
16-Sep-2025,Ganga,SON,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,7.5
16-Sep-2025,Ganga,PUNPUN/DHAB NADI,25-Nov,0.1-10,25-Nov,0.1-10,25-Nov,0.1-10,0.1-10,8.6
16-Sep-2025,Ganga,NORTH KOEL,25-Nov,25-Nov,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,8.6
16-Sep-2025,Ganga,KANHAR,25-Nov,25-Nov,25-Nov,0.1-10,25-Nov,0.1-10,0.1-10,25.0
16-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,13.0
17-Sep-2025,Ganga,KOSI/MAHANANDA,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,15.6
17-Sep-2025,Ganga,BAGMATI/ADHWARA,25-Nov,0.1-10,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,25.0
17-Sep-2025,Ganga,GANDAK,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,14.9
17-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,5.4
17-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,15.8
17-Sep-2025,Ganga,NORTH KOEL,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,5.7
17-Sep-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,24.5
17-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,8.3
18-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,12.3
18-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,18.9
18-Sep-2025,Ganga,GANDAK,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,8.7
18-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,2.4
