Date,Name of Basin ,Name of Sub-Basin,QPF issued  valid for Day-1,QPF issued  valid for Day-2,QPF issued  valid for Day-3,QPF issued  valid for Day-4,QPF issued  valid for Day-5,QPF issued  valid for Day-6,QPF issued  valid for Day-7,Realized Rainfall in mm
18-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,3.8
18-Sep-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,4.0
18-Sep-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,7.1
18-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,12.5
19-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,12.9
19-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,2.9
19-Sep-2025,Ganga,GANDAK,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.7
19-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,6.3
19-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.4
19-Sep-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,6.3
19-Sep-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,6.6
19-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,6.4
20-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,4.1
20-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,16.1
20-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,22.4
20-Sep-2025,Ganga,SON,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,9.0
20-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,6.3
20-Sep-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,5.1
20-Sep-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,3.0
20-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,2.9
21-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,2.8
21-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.8
21-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,4.0
21-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,7.3
21-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,5.1
21-Sep-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.6
21-Sep-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.2
21-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,2.4
22-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.8
22-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1
22-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1
22-Sep-2025,Ganga,SON,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
22-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.3
22-Sep-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,0.1
22-Sep-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.1
22-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.2
23-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,5.0
23-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.5
23-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.4
23-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.2
23-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,3.0
23-Sep-2025,Ganga,NORTH KOEL,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.5
23-Sep-2025,Ganga,KANHAR,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.2
23-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.4
24-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.3
24-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.5
24-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,2.6
24-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,6.3
24-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,6.2
24-Sep-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,4.5
24-Sep-2025,Ganga,KANHAR,25-Nov,0.1-10,25-Nov,0.1-10,0.1-10,25-Nov,25-Nov,15.4
24-Sep-2025,Ganga,UPPER SON,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,7.1
25-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.5
25-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.2
25-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,6.4
25-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.9
25-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.2
25-Sep-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.0
25-Sep-2025,Ganga,KANHAR,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,3.7
25-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,9.0
26-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.8
26-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.0
26-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.0
26-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,4.8
26-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,3.1
26-Sep-2025,Ganga,NORTH KOEL,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,4.7
26-Sep-2025,Ganga,KANHAR,25-Nov,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,2.0
26-Sep-2025,Ganga,UPPER SON,25-Nov,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,1.6
27-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,0.5
27-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,0.2
27-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,25-Nov,0.8
27-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,10.1
27-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,6.1
27-Sep-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,16.3
27-Sep-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,18.8
27-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,8.5
28-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,51-75,51-75,0.4
28-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,51-75,51-75,0.2
28-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,38-50,51-75,1.1
28-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,38-50,0.5
28-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,1.2
28-Sep-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,1.4
28-Sep-2025,Ganga,KANHAR,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,25-Nov,25-Nov,1.5
28-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,7.7
29-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,25-Nov,25-Nov,38-50,51-75,38-50,0.2
29-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,25-Nov,25-Nov,38-50,38-50,38-50,0.1
29-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,25-Nov,0.1-10,26-37,38-50,26-37,0.1
29-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,26-37,26-37,26-37,0.1
29-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,26-37,26-37,26-37,0.6
29-Sep-2025,Ganga,NORTH KOEL,0.1-10,25-Nov,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,0.6
29-Sep-2025,Ganga,KANHAR,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.9
29-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.9
30-Sep-2025,Ganga,KOSI/MAHANANDA,0.1-10,25-Nov,25-Nov,26-37,38-50,26-37,0.1-10,0.2
30-Sep-2025,Ganga,BAGMATI/ADHWARA,0.1-10,25-Nov,25-Nov,26-37,38-50,26-37,0.1-10,0.2
30-Sep-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,26-37,38-50,26-37,25-Nov,0.3
30-Sep-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,0.0
30-Sep-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,0.1
30-Sep-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,0.3
30-Sep-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,0.8
30-Sep-2025,Ganga,UPPER SON,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,0.9
01-Oct-2025,Ganga,KOSI/MAHANANDA,25-Nov,25-Nov,26-37,26-37,25-Nov,25-Nov,0.1-10,9.0
01-Oct-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,25-Nov,38-50,38-50,0.1-10,0.1-10,3.6
01-Oct-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,38-50,38-50,25-Nov,25-Nov,1.4
01-Oct-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,26-37,26-37,0.1-10,0.1-10,4.2
01-Oct-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,26-37,26-37,0.1-10,0.1-10,0.8
01-Oct-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,3.0
01-Oct-2025,Ganga,KANHAR,0.1-10,0.1-10,26-37,25-Nov,25-Nov,0.1-10,0.1-10,9.9
01-Oct-2025,Ganga,UPPER SON,0.1-10,0.1-10,26-37,0.1-10,25-Nov,25-Nov,0.1-10,7.0
02-Oct-2025,Ganga,KOSI/MAHANANDA,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,4.4
02-Oct-2025,Ganga,BAGMATI/ADHWARA,25-Nov,26-37,38-50,26-37,0.1-10,0.1-10,0.1-10,50.8
02-Oct-2025,Ganga,GANDAK,25-Nov,26-37,38-50,26-37,25-Nov,0.1-10,0.1-10,28.8
02-Oct-2025,Ganga,SON,0.1-10,26-37,38-50,25-Nov,0.1-10,0.1-10,0.1-10,5.0
02-Oct-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,15.2
02-Oct-2025,Ganga,NORTH KOEL,25-Nov,38-50,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,2.8
02-Oct-2025,Ganga,KANHAR,25-Nov,38-50,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,7.2
02-Oct-2025,Ganga,UPPER SON,0.1-10,26-37,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,15.9
03-Oct-2025,Ganga,KOSI/MAHANANDA,0.1-10,25-Nov,26-37,0.1-10,0.1-10,0.1-10,0.1-10,5.2
03-Oct-2025,Ganga,BAGMATI/ADHWARA,25-Nov,51-75,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,4.7
03-Oct-2025,Ganga,GANDAK,25-Nov,38-50,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,3.7
03-Oct-2025,Ganga,SON,25-Nov,26-37,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,5.6
03-Oct-2025,Ganga,PUNPUN/DHAB NADI,25-Nov,26-37,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,8.7
03-Oct-2025,Ganga,NORTH KOEL,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,4.9
03-Oct-2025,Ganga,KANHAR,26-37,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,5.2
03-Oct-2025,Ganga,UPPER SON,26-37,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.8
04-Oct-2025,Ganga,KOSI/MAHANANDA,38-50,26-37,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,5.1
04-Oct-2025,Ganga,BAGMATI/ADHWARA,76-100,25-Nov,0.1-10,0.1-10,0.1-10,0,0,15.8
04-Oct-2025,Ganga,GANDAK,76-100,25-Nov,0.1-10,0.1-10,0.1-10,0,0,84.1
04-Oct-2025,Ganga,SON,26-37,0.1-10,0.1-10,0.1-10,0.1-10,0,0,115.6
04-Oct-2025,Ganga,PUNPUN/DHAB NADI,26-37,0.1-10,0.1-10,0.1-10,0.1-10,0,0,9.4
04-Oct-2025,Ganga,NORTH KOEL,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0,0,16.7
04-Oct-2025,Ganga,KANHAR,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0,0,49.2
04-Oct-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0,0,29.9
05-Oct-2025,Ganga,KOSI/MAHANANDA,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,86.2
05-Oct-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0,0,96.3
05-Oct-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0,0,107.7
05-Oct-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0,0,0,9.9
05-Oct-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0,0,9.8
05-Oct-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,0,0,0,1.8
05-Oct-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,0,0,0,8.5
05-Oct-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0,0,5.4
06-Oct-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,8.0
06-Oct-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0,0,0,2.3
06-Oct-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0,0,0,0.6
06-Oct-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0,0,0,0,0.3
06-Oct-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0,0.8
06-Oct-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0,0,0,0,1.1
06-Oct-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,0,0,0,0.4
06-Oct-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0,0,0,1.9
07-Oct-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0,0,1.5
07-Oct-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0,0,0,0,0.1
07-Oct-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0,0,0,0,0.4
07-Oct-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0,0,0,0,0.6
07-Oct-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0,0,0,0,0.3
07-Oct-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0,0,0,0.1-10,0.3
07-Oct-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.3
07-Oct-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0,0,0,0,0.9
08-Oct-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0,0,0,0,0.9
08-Oct-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0,0,0,0,0.5
08-Oct-2025,Ganga,GANDAK,0.1-10,0,0.1-10,0,0,0,0,0.0
08-Oct-2025,Ganga,SON,0.1-10,0,0,0,0,0,0,1.9
08-Oct-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0,0,0,0,0.3
08-Oct-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0,0.1-10,0.1-10,0.1-10,0.3
08-Oct-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.4
08-Oct-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0,0,0,0,3.7
09-Oct-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0,0,0,0,0,1.2
09-Oct-2025,Ganga,BAGMATI/ADHWARA,0,0,0,0,0,0,0,0.2
09-Oct-2025,Ganga,GANDAK,0,0,0,0,0,0,0,0.8
09-Oct-2025,Ganga,SON,0.1-10,0,0,0,0,0,0,1.4
09-Oct-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0,0,0,0,0,0,0.6
09-Oct-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.5
09-Oct-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.5
09-Oct-2025,Ganga,UPPER SON,0.1-10,0,0,0,0,0,0.1-10,2.2
10-Oct-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0,0,0,0,0,0.3
10-Oct-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0,0,0,0,0,0,0.5
10-Oct-2025,Ganga,GANDAK,0,0,0,0,0,0,0,0.1
10-Oct-2025,Ganga,SON,0.1-10,0.1-10,0,0,0,0,0,0.6
10-Oct-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0,0,0,0,0,0.2
10-Oct-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0,0,0.6
10-Oct-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0,0,0.8
10-Oct-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0,0,0,1.3
11-Oct-2025,Ganga,KOSI/MAHANANDA,0,0,0,0,0,0,0,0.0
11-Oct-2025,Ganga,BAGMATI/ADHWARA,0,0,0,0,0,0,0,0.0
11-Oct-2025,Ganga,GANDAK,0,0,0,0,0,0,0,0.0
11-Oct-2025,Ganga,SON,0.1-10,0,0,0,0,0,0,0.0
11-Oct-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0,0,0,0,0,0,0.0
11-Oct-2025,Ganga,NORTH KOEL,0.1-10,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.3
11-Oct-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1
11-Oct-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,3.7
12-Oct-2025,Ganga,KOSI/MAHANANDA,0,0,0,0,0,0,0,0.0
12-Oct-2025,Ganga,BAGMATI/ADHWARA,0,0,0,0,0,0,0,0.0
12-Oct-2025,Ganga,GANDAK,0,0,0,0,0,0,0,0.0
12-Oct-2025,Ganga,SON,0,0,0,0,0,0,0,0.4
12-Oct-2025,Ganga,PUNPUN/DHAB NADI,0,0,0,0,0,0,0,0.0
12-Oct-2025,Ganga,NORTH KOEL,0.1-10,0,0.1-10,0.1-10,0.1-10,0.1-10,0,0.2
12-Oct-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0,0.5
12-Oct-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0,2.8
13-Oct-2025,Ganga,KOSI/MAHANANDA,0,0,0,0,0,0,0,0.0
13-Oct-2025,Ganga,BAGMATI/ADHWARA,0,0,0,0,0,0,0,0.0
13-Oct-2025,Ganga,GANDAK,0,0,0,0,0,0,0,0.0
13-Oct-2025,Ganga,SON,0,0,0,0,0,0,0,0.0
13-Oct-2025,Ganga,PUNPUN/DHAB NADI,0,0,0,0,0,0,0,0.0
13-Oct-2025,Ganga,NORTH KOEL,0,0,0,0,0,0,0,0.0
13-Oct-2025,Ganga,KANHAR,0,0,0,0,0,0,0,0.0
13-Oct-2025,Ganga,UPPER SON,0,0,0,0.1-10,0,0,0,0.0
14-Oct-2025,Ganga,KOSI/MAHANANDA,0,0,0,0,0,0,0,0.0
14-Oct-2025,Ganga,BAGMATI/ADHWARA,0,0,0,0,0,0,0,0.0
14-Oct-2025,Ganga,GANDAK,0,0,0,0,0,0,0,0.0
14-Oct-2025,Ganga,SON,0,0,0,0,0,0,0,0.0
14-Oct-2025,Ganga,PUNPUN/DHAB NADI,0,0,0,0,0,0,0,0.0
14-Oct-2025,Ganga,NORTH KOEL,0,0,0,0,0,0,0,0.0
14-Oct-2025,Ganga,KANHAR,0,0,0,0,0,0,0,0.0
14-Oct-2025,Ganga,UPPER SON,0,0,0,0,0,0,0,0.0
15-Oct-2025,Ganga,KOSI/MAHANANDA,0,0,0,0,0,0,0,0.0
15-Oct-2025,Ganga,BAGMATI/ADHWARA,0,0,0,0,0,0,0,0.0
15-Oct-2025,Ganga,GANDAK,0,0,0,0,0,0,0,0.0
15-Oct-2025,Ganga,SON,0,0,0,0,0,0,0,0.0
15-Oct-2025,Ganga,PUNPUN/DHAB NADI,0,0,0,0,0,0,0,0.0
15-Oct-2025,Ganga,NORTH KOEL,0,0,0,0,0,0,0,0.0
15-Oct-2025,Ganga,KANHAR,0,0,0,0,0,0,0,0.0
15-Oct-2025,Ganga,UPPER SON,0,0,0,0,0,0,0,0.0
16-Oct-2025,Ganga,KOSI/MAHANANDA,0,0,0,0,0,0,0,0.0
16-Oct-2025,Ganga,BAGMATI/ADHWARA,0,0,0,0,0,0,0,0.0
16-Oct-2025,Ganga,GANDAK,0,0,0,0,0,0,0,0.0
16-Oct-2025,Ganga,SON,0,0,0,0,0,0,0,0.0
16-Oct-2025,Ganga,PUNPUN/DHAB NADI,0,0,0,0,0,0,0,0.0
16-Oct-2025,Ganga,NORTH KOEL,0,0,0,0,0,0,0,0.0
16-Oct-2025,Ganga,KANHAR,0,0,0,0,0,0,0,0.0
16-Oct-2025,Ganga,UPPER SON,0,0,0,0,0,0,0,0.0
17-Oct-2025,Ganga,KOSI/MAHANANDA,0,0,0,0,0,0,0,0.0
17-Oct-2025,Ganga,BAGMATI/ADHWARA,0,0,0,0,0,0,0,0.0
17-Oct-2025,Ganga,GANDAK,0,0,0,0,0,0,0,0.0
